Sin mirar atrás - La ruta hacia el dorado;9,1;;;;
Corazón de dragón tema final- Corazón de dragón;9,4;;;;
To give a marionette life - Hunter x Hunter;8;;;;
A Watchful Guardian - The Dark Knight;10;X;https://www.youtube.com/watch?v=FpkZi262Wi4&ab_channel=4KArchivist;2:05 - 2:35;
Allerdale Hall - La Cumbre Escarlata;8,8;;;;
Hanezeve Caradhina - Made in Abyss;5;;;;
The Other Side - Gattaca;9,3;;;;
I think i did - Lovely runner;6,8;;;;
Love theme - El padrino;9,4;;;;
Jaws, Main Theme - Jaws;9;;;;
Theme from Schindler’s List - Schindler’s List;10;;;;
Transformación - Hermano Oso;8;;;;
A Gift of A Thistle - Braveheart;9,4;;;;
Surrounded - El hombre de la máscara de hierro;10;;;;
Mischief Managed - Harry Potter y el Prisionero de Azkaban;10;X;https://www.youtube.com/watch?v=TgzJO8v22nw&ab_channel=FilmScoreBuff;2:16 - 2:46;
Dumbledore’s farewell - Harry Potter y el misterio del príncipe;10;;;;
An Immortal conffesion - Fumetsu no anata e.;8,9;;;;
Table for two - Animales Nocturnos;7,5;;;;
Cuckold Comes Out - Master & Commander;9,75;;;;
Lo extraño que soy - Tarzán;9,15;;;;
Pinks Soldiers 23 - Juego del calamar;9,5;;;;
Twin Peaks - Twin Peaks;9,25;;;;
Main title - El resplandor;7;;;;
Ashoka vs Maul - Star Wars: Clone Wars;9,5;X;https://www.youtube.com/watch?v=wwhjsKqJ-Uc&ab_channel=FulcrumFanEdits;2:49 - 3:20;
The Wolf Who Became A Woman - Rebel Moon: Parte 1;9,5;;;;
Bso Leyendas de pasión- Leyendas de pasión;9,75;;;;
Sauron - El señor de los anillos: Los Anillos de Poder;9,7;;;;
Madder Sky - Code Geass;8,2;;;;
Rengoku vs Akaza - Kimetsu no Yaiba;7,25;;;;
Sadness Waltz - The picture of Dorian Gray;8,5;;;;
The Ecstasy of gold - El bueno, el feo y el malo;9,1;;;;
She will kill you - Stranger things;9;;;;
La vita è Bella - La Vita è Bella;9,3;;;;
Death is the road to Awe - The Fountain;8,3;;;;
The rains of Castamere - Juego de Tronos;9,6;;;;
